gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,equivalent,reference,comment
madeleines,,"small cake like baked goods, no frosting",,f,1,dessert/sweet,baked good,,"saturaged fat, added sugar",,complete,4,,,
life saver,life saver,hard candy,,f,2,dessert/sweet,candy,,added sugar,,complete,4,,,
roibos,,herbal tea,rooibos,f,1,tea,herbal,,,,complete,1,,,
vegatables,,vegetables,vegetables,f,1,vegetable,,,,,complete,1,,,
pick gallo,,"salsa of tomato, onion, peppers",pico de gallo,f,2,"vegetable, fruit",,,,,complete,3,,,
youghurt,,yogurt,yogurt,f,1,dairy,yogurt,,,,complete,1,,,
jarlsberg,jarlsberg,cheese,,f,1,dairy,cheese,,saturated fat,,complete,3,,,
avokado,,avocado,avocado,f,1,fruit,,,unsaturated fat,,complete,1,,,
swordfish,,swordfish,,f,1,protein,seafood,fish,,,complete,3,,,
roquefort,,type of cheese,,f,1,dairy,cheese,,,,complete,3,,,
blueberrie,,blueberries,blueberries,f,1,fruit,berry,,,,complete,1,,,
hamburguer,,hamburger,hamburger,f,1,"grain, vegetable, protein","wheat, red meat",beef,saturated fat,,complete,4,,,
passata,,pasta,pasta,f,1,grain,wheat,,,,complete,3,,,
almo,,almond,almond,f,1,nut,,,,,complete,1,,,
eel,,eel,,f,1,protein,seafood,,,,complete,3,,,
raisen,,dried grapes,raisin,f,1,fruit,,,,,complete,1,,,
watermellon,,watermelon,watermelon,f,1,fruit,,,,,complete,1,,,
sun flower,,sunflower seed,sunflower,f,2,seed,,,,,complete,1,,,
patty melt,,patty melt,patty melt,f,2,"grain, protein, dairy, vegetable","wheat, red meat, cheese",beef,saturated fat,,complete,3,,,
bulgogi,,korean marinated beef,,f,1,protein,red meat,beef,saturated fat,,complete,3,,,
bagle,,bagel,bagel,f,1,grain,wheat,,,,complete,4,,,
powde,,powder,powder,f,1,,,,,,vague,v,,,
cardamon,,cardamom,cardamom,f,1,other,spice,,,,complete,2,,,
celeri,,celery,celery,f,1,vegetable,,,,,complete,1,,,
zucch,,zucchini,zucchini,f,1,vegetable,,,,,complete,1,,,
seabass,,fish,,f,1,protein,seafood,fish,,,complete,3,,,
oliv,,olive,olive,f,1,fruit,,,,,complete,3,,,
vegetales,,vegetables,vegetables,f,1,vegetable,,,,,incomplete,1,,,
lectuce,,lettuce,lettuce,f,1,vegetable,,,,,complete,1,,,
taro root,,taro root,,f,2,vegetable,root,,,,complete,1,,,
sirup,,syrup,syrup,f,1,other,syrup,,added sugar,,complete,4,,,
pringle,pringles,potato chips,pringles,f,1,"vegetable, grain","potato, flour",,"high sodium, highly processed",,complete,4,,,
crannberries,,cranberries,cranberries,f,1,fruit,berry,,,,complete,1,,,
mackrell,,mackerel,mackerel,f,1,protein,seafood,fish,,,complete,3,,,
costco sample,,costco sample,,f,2,,,,,,vague,v,,,
spinage,,spinach,spinach,f,1,vegetable,leafy,,,,complete,1,,,
maize,,corn,corn,f,1,vegetable,,,,,complete,1,,,
orang,,orange,orange,f,1,fruit,citrus,,,,complete,1,,,
berr,,berry,berry,f,1,fruit,berry,,,,complete,1,,,
bokchoy,,bok choy,bok choy,f,1,vegetable,leafy,,,,complete,1,,,
entrecote,,entrecote,,f,1,protein,red meat,beef,saturated fat,,complete,3,,,french cut of steak
paprica,,paprika,paprika,f,1,other,spice,,,,complete,2,,,
worcesterchire,,fermented liquid condiment ,,f,1,other,sauce,,,sauce,complete,4,,,
shiracha,,hot sauce,sriracha,f,1,other,sauce,,,sauce,complete,4,,,
gummi bear,,candy,gummy bear,f,2,dessert/sweet treat,candy,,added sugar,,complete,4,,,
chickeh,,chicken,chicken,f,1,protein,poultry,chicken,,,incomplete,3,,,
sellery,,celery,celery,f,1,vegetable,,,,,complete,1,,,
brocco,,broccoli,broccoli,f,1,vegetable,,,,,complete,1,,,
yellowtail,,yellowtail,,f,1,protein,seafood,fish,,,complete,3,,,
wensleydale,,type of cheese,,f,1,dairy,cheese,,saturated fat,,complete,3,,,
ostrich,,ostrich,,f,1,protein,poultry,ostrich,,,complete,3,,,
tarragon,,tarragon,,f,1,other,herb,,,,complete,1,,,
bugle,bugles,corn-based snack,,f,1,grain,corn,,"high sodium, highly processed, additive",,complete,4,,,
eggo,eggo,waffles,,f,1,grain,wheat,,highly processed,,complete,4,,,
profiterole,,cream puff,,f,1,"grain, dairy",wheat,,"saturated fat, added sugar, addditive",,incomplete,4,,,
daikon radish,,daikon radish,,f,2,vegetable,,,,,complete,1,,,
brest,,,breast,f,1,protein,poultry,chicken,,,complete,3,,,
khichdi,,indian dish with rice and lentils,,f,1,"grain, protein","rice, legume",lentil,,,complete,3,,,
muslie,,"cold oatmeal dish made of grains, nuts, seeds, fruit",muesli,f,1,grain,oat,,,,incomplete,1,,,
mungbean,,mung bean,mung bean,f,1,protein,legume,bean,,,complete,1,,,
kangaroo,,kangaroo,,f,1,protein,red meat,kangaroo,,,complete,3,,,
avarakkai,,tamil for flat bean,,f,1,vegetable,,,,,complete,3,,,
angel hair,,angel hair pasta,,f,2,grain,wheat,,,,complete,1,,,
maki,,"sushi, wrapped in dry seaweed",,f,1,"protein, vegetable, grain","seafood, rice",fish,,,complete,3,,,like sushi
lentels,,lentils,lentils,f,1,protein,legume,lentil,,,complete,1,,,
portabella,,type of mushroom,,f,1,vegetable,,,,,complete,1,,,
vegetablemix,,vegetables,vegetable mix,f,1,vegetable,,,,,complete,1,,,
fettuccini,,pasta,fettuccine,f,1,grain,wheat,,,,complete,1,,,
patato,,potato,potato,f,1,vegetable,,,,,complete,1,,,
gourd,,gourd,,f,1,fruit,,,,,complete,1,,,
cashewnuts,,cashews,cashew nuts,f,1,nut,,,,,complete,1,,,
cava,cava,restaurant?,,f,1,,,,,,vague,v,,,
comida,,"spanish for ""food""",,f,1,,,,,,vague,v,,,
mandarines,,mandarin,,f,1,fruit,citrus,,,,complete,1,,,
guacomole,,"avocado, lime juice, onion",guacamole,f,1,"fruit, vegetable",,,unsaturated fat,,complete,3,,,
opo,,asian squash,,f,1,vegetable,,,,,complete,1,,,
jellybeans,jelly belly,jelly bean,,f,1,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,,,
sparerib,,spare ribs,spare ribs,f,1,protein,,,saturated fat,,incomplete,3,,,
bernaise,,egg-based sauce,bearnaise,f,1,dairy,"egg, butter",,saturated fat,sauce,complete,3,,,
ahi,,ahi tuna,,f,1,protein,seafood,fish,,,complete,3,,,
braunschweiger,,sausage,,f,1,protein,"red meat, pork",beef,"high sodium, saturated fat, highly processed",,complete,4,,,
carpaccio,,raw meat dish,,f,1,protein,red meat,beef,saturated fat,,complete,3,,,
veganaise,,vegan mayonnaise,,f,1,dairy alternative,,,,,incomplete,4,,,
pbfit,pbfit,peanut butter,,f,1,nut,peanut,,added sugar,,incomplete,4,,,
spag bol,,spaghetti with meat and tomato sauce,,f,2,"grain, protein, fruit","wheat, red meat",,"added sugar, highly processed, saturated fat",sauce,complete,3,,,
saccharine,,artificial sweetener,saccharin,f,1,other,artificial sweetener,,artificial sweetener,,complete,4,,,
roulade,,a rolled dish,,f,1,,,,,,vague,3,,,
cadburys,cadbury,chocolate,,f,1,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,,,
pancit,,filipino dry noodle dish,,f,1,"grain, protein, vegetable",wheat,,,,incomplete,3,,,
chickbrst,,chicken breast,chicken breast,f,1,protein,poultry,chicken,,,complete,3,,,
jersey mike,jersey mike's,sandwich,,f,2,,,,,,vague,4,,,
colby monterey jack,,cheeses,,f,3,dairy,cheese,,saturated fat,,complete,3,,,
dattes,,dates,dates,f,1,fruit,,,,,complete,1,,,
eggwhite,,egg whites,egg whites,f,1,dairy,egg,white,,,complete,1,,,
bagal,,bagel,bagel,f,1,grain,wheat,,,,complete,4,,,
rasin,,raisin,raisin,f,1,fruit,,,,,complete,1,,,
fingerling,,fingerling,,f,1,vegetable,potato,,,,complete,1,,,
sea weed,,seaweed,seaweed,f,2,vegetable,,,,,complete,3,,,
t-bone,,steak,steak,f,1,protein,red meat,beef,saturated fat,,complete,3,,,
ghirardelli,ghirardelli,chocolate,chocolate,f,1,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,,,
pickled radish,,pickled radish,,f,2,vegetable,,,,,complete,3,,,
bisquit,,biscuit,biscuit,f,1,grain,wheat,,,,complete,4,,,
cauliflour,,cauliflower,cauliflower,f,1,vegetable,,,,,complete,1,,,
crawfish,,crawfish,,f,1,protein,seafood,,,,complete,3,,,
chalupa,taco bell,"mexican dish with corn dough, lettuce, salsa, cheese",,f,1,"grain, vegetable, dairy","corn, cheese",,saturated fat,,complete,3,,,
salaf,,salad,salad,f,1,"vegetable, fruit",,,,,incomplete,3,,,
sea bream,,fish,,f,2,protein,seafood,fish,,,complete,3,,,
gardein meatless,gardein,meatless protein,,f,2,protein,legume,,,,complete,4,,,
mcnuggets,mcdonald's,chicken nuggets,,f,1,"grain, protein","wheat, poultry",chicken,"high sodium, saturated fat, highly processed",,complete,4,,,
drum stick,,drumstick,drumstick,f,2,,,,,,vague,3,,,
andouille,,smoked pork sausage,,f,1,protein,pork,,"saturated fat, high sodium, highly processed",,complete,4,,,
souo,,soup,soup,f,1,other,soup,,high sodium,,incomplete,3,,,
zinger,zinger,kinda like a twinkie,,f,1,dessert/sweet treat,baked good,,added sugar,,incomplete,4,,,
rambutan,,tropical fruit,,f,1,fruit,,,,,complete,1,,,
ghiradelli,ghirardelli,chocolate,,f,1,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,,,
cinnam,,cinnamon,cinnamon,f,1,other,spice,,,,complete,2,,,
cucumbe,,cucumber,cucumber,f,1,fruit,,,,,complete,1,,,
ricecake,,rice cake,rice cake,f,1,grain,rice,,,,incomplete,4,,,
raspberr,,raspberry,raspberry,f,1,fruit,raspberry,,,,complete,1,,,
starbursts,,fruit-flavored soft taffy candy,starburst,f,1,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,,,
berrie,,berries,berries,f,1,fruit,berry,,,,complete,1,,,
tonkatsu,,ramen,,f,1,"grain, protein","wheat, pork",,"high sodium, saturated fat, fried",,complete,3,,,
poori,,indian deep fried bread,,f,1,grain,wheat,,"fried, saturated fat",,complete,3,,,
croisant,,croissant,croissant,f,1,"grain, dairy","wheat, butter",,,,complete,3,,,
continuingblueberries,,blueberries,blueberries,f,1,fruit,berry,,,,complete,1,,,
poteto,,potato,potato,f,1,vegetable,,,,,complete,1,,,
cajun seasoning,,cajun seasoning,,f,2,other,spice,,,,complete,2,,,
key line,,key lime,key lime,f,2,fruit,citrus,,,,complete,1,,,
chiaseeds,,chia seeds,chia seeds,f,1,seed,,,,,complete,1,,,
cheezit,cheez-it,cheese cracker,,f,1,"grain, dairy","wheat, cheese",,highly processed,,complete,4,,,
namkeen,,indian savory snack,,f,1,,,,,,vague,3,,,
frito,frito-lay,corn chips,,f,1,grain,corn,,highly processed,,complete,4,,,
pepperjack,,pepperjack,,f,1,dairy,cheese,,saturated fat,,complete,3,,,
porkchop,,pork chop,,f,1,protein,pork,,saturated fat,,complete,3,,,
ferrero rocher,ferrero rocher,chocolate,,f,2,dessert/sweet treat,chocolate,,"highly processed, added sugar",,complete,4,,,
twizzlers,twizzlers,chocolate,,f,1,dessert/sweet treat,candy,,"highly processed, added sugar",,complete,4,,,
snickerdoodle,,chocolate,,f,1,dessert/sweet treat,baked good,,"highly processed, added sugar",,complete,4,,,
jolly rancher,jolly rancher,hard candy,,f,2,dessert/sweet treat,candy,,"highly processed, added sugar",,complete,4,,,
skippy,skippy,peanut butter,,f,1,nut,,,"highly processed, added sugar",,complete,4,,,
mcd,mcdonald's,fast food restaurant,,f,1,,,,,,vague,4,,,
lindor,lindor,chocolate candy brand,,f,1,dessert/sweet treat,chocolate,,"highly processed, added sugar",,complete,4,,,
chayote,,squash,,f,1,vegetable,,,,,complete,1,,,
lady finger,lady finger,biscuit,,f,2,grain,wheat,,added sugar,,complete,4,,,
yoghur,,yogurt,yogurt,f,1,dairy,yogurt,,,,complete,1,,,
albacore,,albacore,,f,1,protein,seafood,fish,,,complete,3,,,
avcado,,avocado,avocado,f,1,fruit,,,unsaturated fat,,complete,1,,,
milano,milano,chocolate cookies,,f,1,"grain, dessert/sweet treat",wheat,,"added sugar, additive, highly processed",,complete,4,,,
cheerios,cheerios,cereal,,f,1,grain,cereal,,"added sugar, highly processed",,complete,4,,,
lollipop,,lollipop,,f,1,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,,,
portabello,,mushroom,,f,1,vegetable,,,,,complete,1,,,
caulifour crust,,cauliflower crust,cauliflower crust,f,2,vegetable,,,highly processed,,complete,3,,,
rigatoni,,rigatoni,,f,1,grain,wheat,,,,complete,1,,,
weat,,wheat,wheat,f,1,grain,wheat,,,,incomplete,1,,,
lindt per cent,lindt,chocolate candy brand,lindt,f,3,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,,,
adzuki,,east asian beans,,f,1,protein,legume,bean,,,complete,1,,,
saucisson,,dry cured sauasages,,f,1,protein,pork,,"high sodium, highly processed, saturated fat",,complete,4,,,
pecorino romano,,"salty, italian cheese",,f,2,dairy,cheese,,saturated fat,,complete,3,,,
feijoa,,feijoa,,f,1,fruit,,,,,complete,1,,,
bana,,banana,banana,f,1,fruit,,,,,complete,1,,,
channa,,indian dish with chickpeas,,f,1,protein,legume,pea,,,complete,3,,,
vindaloo,,indian curry,,f,1,"vegetable, other",spice,,,,incomplete,3,,,
mentos,mentos,candy,,f,1,dessert/sweet treat,candy,,highly processed,,complete,4,,,
shitake,,shitake,,f,1,vegetable,mushroom,,,,complete,1,,,
enoki,,enoki,,f,1,vegetable,mushroom,,,,complete,1,,,
pig blanket,,mini hot dog,,f,2,"grain, protein","wheat, red meat, pork",beef,saturated fat,,complete,4,,,
crema,,mexican cream,,f,1,dairy,cream,,saturated fat,,complete,4,,,
eggd,,eggs,eggs,f,1,protein,egg,,,,complete,1,,,
pb,,peanut butter,peanut butter,f,1,nut,,,"highly processed, added sugar",,complete,4,,,
froyo,,frozen yogurt,frozen yogurt,f,1,dairy,yogurt,,fermented,,complete,4,,,
stevia canderel sachet,stevia,0 calorie natural sweetener,,f,3,other,,,artificial sweetener,,incomplete,4,,,
currant,,small seedless raisin,,f,1,fruit,berry ,,,,incomplete,1,,,
amla,,indian gooseberry,,f,1,fruit,berry,,,,incomplete,1,,,
stevia sachet,stevia,0 calorie natural sweetener,,f,2,,,,sweetener,,incomplete,4,,,
buttermint,,mint candy,,f,1,dessert/sweet treat,candy,,added sugar,,incomplete,4,,,
puttanesca,,italian pasta dish,,f,1,"grain, fruit",wheat,,highly processed,sauce,complete,3,,,
juusto,,juusto,,f,1,dairy,cheese,,saturated fat,,complete,3,,,
gold kiwifruit,,gold kiwifruit,,f,2,fruit,,,,,complete,1,,,
tomaatti,,tomato,,f,1,fruit,,,,,complete,1,,,
chirimoya,,cherimoya,,f,1,fruit,,,,,complete,1,,,
maasdaam,,maasdaam,,f,1,dairy,cheese,,,,complete,3,,,
capres,,capers,,f,1,other,plant,,,,complete,3,,,
fromage,,cheese,,f,1,dairy,cheese,,saturated fat,,complete,3,,,
prego,prego,tomato sauce,,f,1,fruit,tomato,,"added sugar, highly processed",sauce,complete,3,,,
fattoush,,fattoush salad,,f,1,"grain, vegetable, fruit",wheat,,,,complete,3,,,
crockpot,,,,f,1,,,,,,vague,v,,,
wotsits,wotsits,cheese snacks,,f,1,"grain, dairy","corn, cheese",,"saturated fat, highly processed",,complete,4,,,
homous,,hummus,hummus,f,1,"protein, fruit","legume, lime",pea,,,complete,3,,,
icelandic skyr,icelandic,skyr,,f,2,dairy,cheese,,saturated fat,,complete,3,,,
bee hoon,,singaporean noodles,,f,2,grain,rice,,,,complete,3,,,
kwark,,kwark,,f,1,dairy,cheese,,saturated fat,,complete,3,,,
kewpie,,type of mayonnaise,,f,1,dairy,mayo,,saturated fat,,complete,4,,,
veal liver,,veal liver,,f,2,protein,red meat,veal,,,complete,3,,,
worcestershire,,fermented liquid condiment,,f,1,other,sauce,,fermented,sauce,complete,4,,,
salada,,salad,salad,f,1,"vegetable, fruit",,,,,complete,3,,,
meatsauce,,meat sauce,meat sauce,f,1,"protein, fruit",red meat,beef,"saturated meat, high sodium, highly processed",sauce,complete,3,,,
altoids,altoids,mints,,f,1,other,mint,,added sugar,,complete,4,,,
rosehip,,rosehip,,f,1,fruit,,,,,complete,1,,,
cuttlefish,,cuttlefish,,f,1,protein,seafood,,,,complete,3,,,
arrabiata,,italian spicy pasta sauce,,f,1,"fruit, vegetable",tomato,,,sauce,incomplete,3,,,
parmisam,,parmesan,parmesan,f,1,dairy,cheese,,,,complete,3,,,
raddichio,,radicchio,,f,1,vegetable,leafy,,,,complete,1,,,
macarons,,macarons,,f,1,"dairy alternative, dessert/sweet treat","almond, baked good",flour,"added sugar, additive",,complete,4,,,
aronia,,aronia berries,,f,1,fruit,berry,,,,complete,1,,,
bocadillo,,spanish sandwich,,f,1,"grain, vegetable, fruit, protein",wheat,,,,complete,3,,,
gentle fibre,macro,gentle fibre,,f,2,"grain, seed",oat,,,supplement,complete,3,,https://www.woolworths.com.au/shop/productdetails/334797/macro-cereal-gentle-fibre,
laver,,seaweed,,f,1,vegetable,,,,,complete,1,,,
piri piri,,spicy pepper,,f,2,fruit,,,,,complete,1,,,
sorrel,,sorrel,,f,1,other,herb,,,,complete,1,,,
begal,,bagel,bagel,f,1,grain,wheat,,,,complete,4,,,
gizzard,,chicken gizzard,,f,1,protein,poultry,chicken,,,complete,3,,,
borlotti,,beans,,f,1,protein,legume,bean,,,complete,1,,,
tempe,,tempeh,tempeh,f,1,protein,legume,bean,fermented,,complete,3,,,
pera,,indian sweet dish,,f,1,"dairy, dessert/sweet treat",milk,,added sugar,,complete,4,,https://www.google.com/search?q=pera+food&sxsrf=alekk02e2veel0l76tsylo1npemp56xfta%3a1620430527273&ei=v86vynakeits-wtpx7jidw&oq=pera+food&gs_lcp=cgdnd3mtd2l6eamybagjeccybggaebyqhjigcaaqfhaemgyiabaweb4ycagaebyqchaemggiabaweaoqhjigcaaqfhaemgyiabaweb4ybggaebyqhjiicaaqfhakeb46bwgjeladecc6bwgaeecqsam6cgguelademgdeem6bqgaejecoguiabcxazolcc4qsqmqxweqrwe6aggaogciabchahauogqiabakogciabcxaxaksguiobibmvcedvjtemdhe2gbcaj4aiabjagiadsekgednc4ymaeaoaebqgehz3dzlxdpesgbc8abaq&sclient=gws-wiz&ved=0ahukewiwgnip3rjwahue6z4khc8jdvkq4dudca4&uact=5,
hwc,,heavy whipping cream,heavy whipping cream,f,1,dairy,cream,,saturated fat,,complete,4,,,
chikki,,indian sweet made from nuts and sugar,,f,1,nut,,,added sugar,,complete,4,,,
bluebs,,blueberries,blueberries,f,1,fruit,berry,,,,complete,1,,,
parmigiano reggiano,,parmigiano reggiano,,f,2,dairy,cheese,,saturated fat,,complete,3,,,
noix,,"french for ""nut""",nut,f,1,nut,,,unsaturated fat,,complete,1,,,
ume,,japanese fruit similar to plum or apricot,,f,1,fruit,,,,,complete,1,,,
semmel,,loaf of bread,,f,1,grain,wheat,,,,complete,4,,,
bretzel,,pretzel,pretzel,f,1,grain,wheat,,highly processed,,complete,4,,,
brezel,,pretzel,pretzel,f,1,grain,wheat,,highly processed,,complete,4,,,
manzana,,"spanish for ""apple""",apple,f,1,fruit,,,,,complete,1,,,
gelatine,,gelatin,gelatin,f,1,other,collagen,,,,complete,4,,,
carro,,carrot,carrot,f,1,vegetable,,,,,complete,1,,,
avoca,,avocado,avocado,f,1,fruit,,,unsaturated fat,,complete,1,,,
raclette,,raclette,,f,1,dairy,cheese,,saturated fat,,complete,3,,,
peppitas,,pepitas,pepitas,f,1,seed,pumpkin,,,,complete,1,,,
soreen,soreen,malt loaf,,f,1,grain,barley,,highly processed,,incomplete,4,,,
flackers,flackers,organic flaxseed crackers,,f,1,seed,,,"gluten-free, organic",,complete,4,,,
pastille,,candy,,f,1,,,,,,vague,4,,,could be candy or med candy
confectionary,,candy,,f,1,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,,,
tim tam,,australian chocolate biscuit,,f,2,"dessert/sweet treat, grain","chocolate, wheat",,"added sugar, highly processed",,complete,4,,,
yukon gold,,potato,,f,2,vegetable,potato,,,,complete,1,,,
taffy,,candy,,f,1,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,,,
tahin,,toasted ground hulled sesame seed paste,tahini,f,1,seed,sesame,,,,complete,3,,,
alpen,alpen,muesli,,f,1,grain,oat,,,,incomplete,1,,,
cornetto,,italian frozen dessert cone,,f,1,"grain, dairy, dessert/sweet treat","wheat, milk, butter",,"added sugar, additive",,complete,4,,,
allspice,,allspice,,f,1,other,spice,,,,complete,2,,,
tangelo,,tangelo,,f,1,fruit,,,,,complete,1,,,
pilau,,rice dish,,f,1,"grain, vegetable, protein",rice,,,,incomplete,3,,,
kashi go lean,kashi,cereal,,f,3,grain,multiple,,,,complete,4,,,
bitter gourd,,bitter melon,,f,2,fruit,,,,,complete,1,,,
smarties,smarties,candy,,f,1,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,,,
yakisoba,,japanese noodle stir-fry,,f,1,grain,wheat,,unsaturated fat,,complete,3,,,
bouquet garni,,bundle of herbs,,f,2,other,herb,,,,complete,1,,,
haricot verts,,french green beans,,f,2,vegetable,,,,,complete,1,,,
coyo,coyo,dairy free yogurt alternative,,f,1,dairy alternative,coconut,,,,complete,3,,,
nopal,,"spanish for ""cactus""",,f,1,vegetable,,,,,complete,1,,,
london broil,,flank steak,,f,2,protein,red meat,beef,saturated fat,,complete,3,,,
farina,,milled wheat,,f,1,grain,wheat,,,,complete,1,,,
russet,,russet,,f,1,vegetable,potato,,,,complete,1,,,
parmigiano,,parmigiano,,f,1,dairy,cheese,,,,saturated fat,3,,,
lettace,,lettuce,lettuce,f,1,vegetable,,,,,complete,1,,,
monkfish,,monkfish,,f,1,protein,seafood,fish,,,complete,3,,,
shitaki,,shitaki,,f,1,vegetable,mushroom,,,,complete,1,,,
ananas,,"french for ""pineapple""",,f,1,fruit,pineapple,,,,complete,1,,,
grouper,,grouper,,f,1,protein,seafood,fish,,,complete,3,,,
pixie stix,,powdered candy,pixy stix ,f,2,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,,,
wombok,,chinese cabbage,,f,1,vegetable,cabbage,,,,complete,1,,,
m & ms,,chocolate candy,m&m's,f,3,dessert/sweet treat,chocolate,,"added sugar, highly processed",,complete,4,,,
