gram_key,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list,tag6,tag7
thorne vitamin d k2,m,4,supplement,general health,,,,['supplement'],['general health'],,,,,
thrivagen,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
thyroid medication,m,2,category,"hypothyroidism, hyperthyroidism",,,,['category'],"['hypothyroidism', 'hyperthyroidism']",,,,,
thyronorm,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
thyroxine,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
tincture,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
tirosint,m,1,prescription,hypothyroidism,levothyroxine sodium,,,['prescription'],['hypothyroidism'],,,,,
tizanidine,m,1,prescription,"muscle pain, multiple sclerosis",,,,['prescription'],"['muscle pain', 'multiple sclerosis']",,,,,
tmg,m,1,supplement,"heart disease, homocystinuria, liver disease, dry mouth",,,,['supplement'],"['heart disease', 'homocystinuria', 'liver disease', 'dry mouth']",,,,,
tolterodine,m,1,prescription,overactive bladder,,,,['prescription'],['overactive bladder'],,,,,
tongkat ali,m,2,supplement,"fever, erectile dysfunction, bacterial infection",longjack,,,['supplement'],"['fever', 'erectile dysfunction', 'bacterial infection']",,,,,
topamax,m,1,prescription,"seizure, epilepsy, migraine",,,,['prescription'],"['seizure', 'epilepsy', 'migraine']",,,,,
topiramate,m,1,prescription,"epilepsy, migraine, weight loss",,,,['prescription'],"['epilepsy', 'migraine', 'weight loss']",,,,,
toplexil,m,1,otc,cough,,,,['otc'],['cough'],,,,,
toxaprevent,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
trace mineral,m,2,category,general health,,,,['category'],['general health'],,,,,
tramadol,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
tranexamic acid,m,2,prescription,blood clot,,,,['prescription'],['blood clot'],,,,,
trazodone,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
tremor medication,m,2,category,tremor,,,,['category'],['tremor'],,,,,
tresiba,m,1,otc,diabetes,,,,['otc'],['diabetes'],['beef'],['saturated fat'],,,
triamterene,m,1,prescription,hypertension,,,diuretics,['prescription'],['hypertension'],,,,,
tribulus,m,1,supplement,"infertility, angina, benign prostatic hyperplasia",,,,['supplement'],"['infertility', 'angina', 'benign prostatic hyperplasia']",,,,,
trintellix,m,1,prescription,depression,vortioxetine,,,['prescription'],['depression'],['beef'],,,,
triphala,m,1,,,,,,,,,,,,
triprevifem,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
